Date/Time,Location,Temperature (°C),Humidity (%),Rainfall (mm)
2005-05-09,Delhi,24.65,60.27,1.74
2005-05-09,Chennai,24.79,71.23,1.75
2005-05-09,Bangalore,37.27,78.42,3.91
2005-05-09,Hyderabad,33.47,58.02,0.57
2005-05-09,Kolkata,28.97,93.29,3.14
2005-05-09,Jaipur,32.87,99.76,6.28
2005-05-10,Pune,32.5,44.91,2.29
2005-05-10,Mumbai,37.23,47.16,1.41
2005-05-10,Delhi,23.33,56.88,3.38
2005-05-10,Chennai,33.09,70.28,3.67
2005-05-10,Bangalore,33.55,71.98,4.28
2005-05-10,Hyderabad,29.89,55.17,0.15
2005-05-10,Kolkata,32.75,26.63,0.51
2005-05-10,Jaipur,37.62,32.25,6.31
2005-05-11,Pune,33.62,85.82,8.49
2005-05-11,Mumbai,37.8,62.86,2.02
2005-05-11,Delhi,31.69,46.55,3.61
2005-05-11,Chennai,35.1,42.31,0.75
2005-05-11,Bangalore,32.67,60.37,5.76
2005-05-11,Hyderabad,35.63,14.17,3.87
2005-05-11,Kolkata,26.28,67.05,0.39
2005-05-11,Jaipur,44.65,34.27,4.87
2005-05-12,Pune,40.4,35.69,1.95
2005-05-12,Mumbai,39.29,84.74,0.79
2005-05-12,Delhi,28.03,23.3,3.5
2005-05-12,Chennai,34.23,32.36,2.42
2005-05-12,Bangalore,33.11,55.92,0.4
2005-05-12,Hyderabad,22.78,69.37,0.02
2005-05-12,Kolkata,43.76,61.73,3.97
2005-05-12,Jaipur,32.87,67.8,2.66
2005-05-13,Pune,29.86,74.45,1.3
2005-05-13,Mumbai,23.48,48.52,0.67
2005-05-13,Delhi,35.39,51.95,0.71
2005-05-13,Chennai,33.49,47.27,2.4
2005-05-13,Bangalore,32.6,41.46,0.63
2005-05-13,Hyderabad,36.67,54.67,1.1
2005-05-13,Kolkata,23.46,55.84,3.78
2005-05-13,Jaipur,28.96,76.31,1.2
2005-05-14,Pune,36.45,66.5,3.85
2005-05-14,Mumbai,30.36,48.67,0.84
2005-05-14,Delhi,40.99,22.34,3.05
2005-05-14,Chennai,29.43,80.33,0.78
2005-05-14,Bangalore,30.64,38.91,1.73
2005-05-14,Hyderabad,30.23,48.37,1.93
2005-05-14,Kolkata,29.56,42.19,2.43
2005-05-14,Jaipur,35.09,74.46,1.11
2005-05-15,Pune,39.44,72.65,0.32
2005-05-15,Mumbai,31.31,72.1,4.37
2005-05-15,Delhi,33.35,50.64,6.91
2005-05-15,Chennai,34.39,39.7,4.69
2005-05-15,Bangalore,30.68,32.13,3.18
2005-05-15,Hyderabad,24.66,38.02,3.47
2005-05-15,Kolkata,39.95,47.79,0.75
2005-05-15,Jaipur,31.13,50.64,0.03
2005-05-16,Pune,31.19,55.56,4.5
2005-05-16,Mumbai,25.02,57.32,7.74
2005-05-16,Delhi,34.8,87.54,2.24
2005-05-16,Chennai,45.88,74.66,0.41
2005-05-16,Bangalore,35.55,26.87,1.16
2005-05-16,Hyderabad,32.37,78.07,1.77
2005-05-16,Kolkata,33.38,54.92,3.83
2005-05-16,Jaipur,31.49,57.78,2.85
2005-05-17,Pune,32.04,58.09,7.2
2005-05-17,Mumbai,35.92,74.71,4.38
2005-05-17,Delhi,30.37,33.4,7.19
2005-05-17,Chennai,31.75,84.32,0.76
2005-05-17,Bangalore,37.52,42.33,1.47
2005-05-17,Hyderabad,26.62,82.46,0.14
2005-05-17,Kolkata,37.84,70.73,3.07
2005-05-17,Jaipur,28.31,56.45,0.68
2005-05-18,Pune,30.21,35.26,5.94
2005-05-18,Mumbai,23.58,41.95,0.25
2005-05-18,Delhi,40.78,67.4,3.82
2005-05-18,Chennai,40.8,47.3,4.83
2005-05-18,Bangalore,25.58,34.79,2.13
2005-05-18,Hyderabad,31.37,59.21,7.81
2005-05-18,Kolkata,28.5,83.55,1.27
2005-05-18,Jaipur,35.0,30.13,3.73
2005-05-19,Pune,28.66,56.58,0.78
2005-05-19,Mumbai,36.13,53.12,2.06
2005-05-19,Delhi,32.31,52.54,4.43
2005-05-19,Chennai,34.07,42.44,3.66
2005-05-19,Bangalore,35.88,55.62,1.17
2005-05-19,Hyderabad,27.63,43.64,4.06
2005-05-19,Kolkata,26.13,86.64,7.74
2005-05-19,Jaipur,35.12,56.77,3.84
2005-05-20,Pune,36.38,43.49,4.25
2005-05-20,Mumbai,32.25,44.61,7.34
2005-05-20,Delhi,27.27,46.91,1.58
2005-05-20,Chennai,33.51,61.18,4.87
2005-05-20,Bangalore,30.15,42.27,1.38
2005-05-20,Hyderabad,47.44,55.92,2.25
2005-05-20,Kolkata,28.8,59.26,0.64
2005-05-20,Jaipur,31.98,71.03,6.21
2005-05-21,Pune,34.53,61.39,2.83
2005-05-21,Mumbai,29.7,43.84,0.72
2005-05-21,Delhi,36.85,57.65,8.85
2005-05-21,Chennai,36.24,75.23,3.97
2005-05-21,Bangalore,36.91,53.18,6.28
2005-05-21,Hyderabad,25.29,33.72,1.65
2005-05-21,Kolkata,27.02,52.81,1.27
2005-05-21,Jaipur,36.41,41.95,0.0
2005-05-22,Pune,29.6,41.73,1.44
2005-05-22,Mumbai,23.19,49.92,1.72
2005-05-22,Delhi,28.68,64.7,0.89
2005-05-22,Chennai,30.15,59.11,0.15
2005-05-22,Bangalore,35.73,48.03,1.17
2005-05-22,Hyderabad,35.68,78.99,2.79
2005-05-22,Kolkata,29.46,52.46,3.8
2005-05-22,Jaipur,34.23,47.1,0.69
2005-05-23,Pune,33.99,47.75,4.17
2005-05-23,Mumbai,21.66,48.57,1.41
2005-05-23,Delhi,29.66,44.28,0.51
2005-05-23,Chennai,37.7,65.72,0.81
2005-05-23,Bangalore,29.99,70.61,3.03
2005-05-23,Hyderabad,30.76,30.92,2.21
2005-05-23,Kolkata,29.69,47.78,2.28
2005-05-23,Jaipur,33.77,53.46,4.85
2005-05-24,Pune,21.43,44.63,3.14
2005-05-24,Mumbai,38.21,50.09,4.09
2005-05-24,Delhi,34.22,68.72,7.49
2005-05-24,Chennai,28.46,64.48,1.91
2005-05-24,Bangalore,27.64,25.51,2.56
2005-05-24,Hyderabad,33.05,62.09,6.35
2005-05-24,Kolkata,35.86,68.3,1.04
2005-05-24,Jaipur,31.0,48.37,0.6
2005-05-25,Pune,25.96,55.24,0.92
2005-05-25,Mumbai,37.05,57.23,4.36
2005-05-25,Delhi,25.86,48.84,0.52
2005-05-25,Chennai,29.4,58.58,4.27
2005-05-25,Bangalore,39.45,41.08,3.4
2005-05-25,Hyderabad,31.14,37.37,6.17
2005-05-25,Kolkata,34.31,34.23,3.48
2005-05-25,Jaipur,36.75,50.77,4.21
2005-05-26,Pune,25.84,73.55,2.32
2005-05-26,Mumbai,31.22,44.41,1.66
2005-05-26,Delhi,33.01,44.45,3.38
2005-05-26,Chennai,30.34,73.14,1.73
2005-05-26,Bangalore,31.59,58.46,2.58
2005-05-26,Hyderabad,32.03,45.28,2.82
2005-05-26,Kolkata,28.79,72.04,3.29
2005-05-26,Jaipur,30.5,65.78,4.56
2005-05-27,Pune,24.28,67.32,0.21
2005-05-27,Mumbai,45.3,55.33,6.28
2005-05-27,Delhi,37.31,35.83,2.72
2005-05-27,Chennai,24.54,38.69,0.95
2005-05-27,Bangalore,23.9,43.14,3.63
2005-05-27,Hyderabad,27.17,94.31,1.59
2005-05-27,Kolkata,34.25,63.65,5.17
2005-05-27,Jaipur,36.28,36.83,5.12
2005-05-28,Pune,29.07,63.67,0.32
2005-05-28,Mumbai,30.32,22.32,1.2
2005-05-28,Delhi,33.01,42.86,0.46
2005-05-28,Chennai,26.12,55.04,2.13
2005-05-28,Bangalore,25.13,29.17,1.56
2005-05-28,Hyderabad,24.48,61.71,3.25
2005-05-28,Kolkata,26.32,40.46,1.36
2005-05-28,Jaipur,30.54,47.42,2.62
2005-05-29,Pune,25.56,36.87,4.13
2005-05-29,Mumbai,29.75,77.85,3.15
2005-05-29,Delhi,34.89,41.67,4.75
2005-05-29,Chennai,32.01,42.6,2.8
2005-05-29,Bangalore,35.32,63.22,3.69
2005-05-29,Hyderabad,29.33,57.83,0.68
2005-05-29,Kolkata,28.95,42.77,1.41
2005-05-29,Jaipur,41.87,41.19,0.74
2005-05-30,Pune,37.23,63.98,5.29
2005-05-30,Mumbai,27.74,46.43,1.4
2005-05-30,Delhi,34.02,54.3,1.52
2005-05-30,Chennai,26.52,54.5,2.81
2005-05-30,Bangalore,25.05,53.44,1.08
2005-05-30,Hyderabad,31.86,51.57,1.52
2005-05-30,Kolkata,31.67,39.98,7.76
2005-05-30,Jaipur,29.19,37.79,3.28
2005-05-31,Pune,35.47,36.91,3.26
2005-05-31,Mumbai,31.39,44.79,3.7
2005-05-31,Delhi,41.04,60.04,7.23
2005-05-31,Chennai,30.12,49.55,6.26
2005-05-31,Bangalore,32.83,69.05,7.68
2005-05-31,Hyderabad,42.33,53.07,0.23
2005-05-31,Kolkata,28.73,47.33,2.17
2005-05-31,Jaipur,38.94,64.07,9.38
2005-06-01,Pune,30.27,73.45,10.01
2005-06-01,Mumbai,27.18,66.14,18.88
2005-06-01,Delhi,18.7,96.54,16.75
2005-06-01,Chennai,24.41,100.89,24.78
2005-06-01,Bangalore,22.93,97.32,15.19
2005-06-01,Hyderabad,27.96,82.94,7.32
2005-06-01,Kolkata,26.71,80.29,18.49
2005-06-01,Jaipur,23.8,96.84,6.85
2005-06-02,Pune,28.54,86.85,27.73
2005-06-02,Mumbai,26.87,76.53,13.57
2005-06-02,Delhi,30.62,74.79,27.24
2005-06-02,Chennai,29.98,99.47,8.61
2005-06-02,Bangalore,22.21,99.09,8.34
2005-06-02,Hyderabad,22.33,100.71,7.72
2005-06-02,Kolkata,24.68,93.04,34.87
2005-06-02,Jaipur,24.54,76.61,21.19
2005-06-03,Pune,22.99,77.82,25.2
2005-06-03,Mumbai,30.21,77.3,22.07
2005-06-03,Delhi,28.33,100.64,24.81
2005-06-03,Chennai,29.95,90.94,12.27
2005-06-03,Bangalore,31.01,91.01,18.05
2005-06-03,Hyderabad,25.64,87.85,30.21
2005-06-03,Kolkata,27.59,77.69,22.62
2005-06-03,Jaipur,25.93,60.63,4.93
2005-06-04,Pune,23.31,77.94,3.97
2005-06-04,Mumbai,23.12,67.01,12.34
2005-06-04,Delhi,32.66,84.99,0.55
2005-06-04,Chennai,26.63,81.66,23.56
2005-06-04,Bangalore,23.18,92.97,9.99
2005-06-04,Hyderabad,24.02,100.11,8.57
2005-06-04,Kolkata,23.63,78.26,2.33
2005-06-04,Jaipur,28.0,83.66,11.34
2005-06-05,Pune,26.61,88.08,22.44
2005-06-05,Mumbai,24.95,93.5,5.83
2005-06-05,Delhi,29.09,97.44,2.2
2005-06-05,Chennai,32.88,65.64,6.3
2005-06-05,Bangalore,23.55,75.86,11.69
2005-06-05,Hyderabad,26.75,100.07,27.48
2005-06-05,Kolkata,24.28,107.5,15.67
2005-06-05,Jaipur,27.84,96.07,11.84
2005-06-06,Pune,23.84,89.0,4.75
2005-06-06,Mumbai,25.98,96.71,2.82
2005-06-06,Delhi,21.93,65.16,15.02
2005-06-06,Chennai,27.25,101.92,12.8
2005-06-06,Bangalore,23.01,76.89,18.21
2005-06-06,Hyderabad,21.84,90.48,0.92
2005-06-06,Kolkata,17.61,77.79,7.2
2005-06-06,Jaipur,20.37,92.16,14.93
2005-06-07,Pune,27.93,94.63,6.69
2005-06-07,Mumbai,27.97,78.54,22.55
2005-06-07,Delhi,26.75,62.75,25.97
2005-06-07,Chennai,29.04,98.84,11.19
2005-06-07,Bangalore,25.95,70.59,8.27
2005-06-07,Hyderabad,28.33,103.66,0.51
2005-06-07,Kolkata,26.09,91.04,11.68
2005-06-07,Jaipur,24.54,64.77,15.59
2005-06-08,Pune,23.39,91.8,6.96
2005-06-08,Mumbai,27.56,90.66,5.59
2005-06-08,Delhi,20.53,96.24,27.55
2005-06-08,Chennai,26.21,76.23,0.55
2005-06-08,Bangalore,23.31,80.36,19.32
2005-06-08,Hyderabad,25.15,84.93,5.56
2005-06-08,Kolkata,29.81,87.07,0.34
2005-06-08,Jaipur,29.02,77.3,18.95
2005-06-09,Pune,28.51,104.18,22.05
2005-06-09,Mumbai,27.61,81.44,22.2
2005-06-09,Delhi,27.78,95.74,20.93
2005-06-09,Chennai,29.0,79.34,8.07
2005-06-09,Bangalore,29.52,99.76,40.43
2005-06-09,Hyderabad,21.57,71.31,18.57
2005-06-09,Kolkata,23.28,89.29,18.16
2005-06-09,Jaipur,23.12,87.12,0.85
2005-06-10,Pune,24.96,95.02,8.9
2005-06-10,Mumbai,25.98,88.16,16.65
2005-06-10,Delhi,25.53,76.63,31.63
2005-06-10,Chennai,26.35,87.18,23.84
2005-06-10,Bangalore,23.97,86.75,15.85
2005-06-10,Hyderabad,26.88,87.14,7.36
2005-06-10,Kolkata,24.55,74.97,0.28
2005-06-10,Jaipur,23.43,95.8,17.93
2005-06-11,Pune,20.98,76.23,19.68
2005-06-11,Mumbai,28.61,96.74,23.31
2005-06-11,Delhi,24.35,95.81,33.09
2005-06-11,Chennai,26.41,80.07,6.16
2005-06-11,Bangalore,24.02,80.04,36.81
2005-06-11,Hyderabad,29.13,104.03,23.29
2005-06-11,Kolkata,27.35,84.59,32.55
2005-06-11,Jaipur,29.05,89.81,10.21
2005-06-12,Pune,27.97,76.91,10.03
2005-06-12,Mumbai,28.9,93.07,18.77
2005-06-12,Delhi,29.27,76.23,9.01
2005-06-12,Chennai,29.83,84.66,16.26
2005-06-12,Bangalore,28.55,104.06,2.38
2005-06-12,Hyderabad,22.02,104.26,25.21
2005-06-12,Kolkata,26.77,96.8,0.22
2005-06-12,Jaipur,24.13,88.01,20.55
2005-06-13,Pune,28.47,88.51,12.87
2005-06-13,Mumbai,29.16,91.33,15.45
2005-06-13,Delhi,29.71,76.7,11.12
2005-06-13,Chennai,20.93,86.33,11.09
2005-06-13,Bangalore,27.2,82.38,1.66
2005-06-13,Hyderabad,26.12,84.38,17.29
2005-06-13,Kolkata,21.52,80.94,1.54
2005-06-13,Jaipur,22.51,74.16,16.19
2005-06-14,Pune,23.15,78.01,18.82
2005-06-14,Mumbai,23.61,115.34,13.88
2005-06-14,Delhi,29.28,89.54,12.31
2005-06-14,Chennai,25.87,83.01,29.5
2005-06-14,Bangalore,26.92,77.61,11.24
2005-06-14,Hyderabad,27.06,67.99,7.98
2005-06-14,Kolkata,32.17,68.28,17.73
2005-06-14,Jaipur,28.21,87.38,10.34
2005-06-15,Pune,25.34,96.19,17.88
2005-06-15,Mumbai,20.64,91.41,31.03
2005-06-15,Delhi,26.85,99.14,8.02
2005-06-15,Chennai,21.3,85.25,10.98
2005-06-15,Bangalore,20.84,88.15,3.24
2005-06-15,Hyderabad,30.89,82.1,1.87
2005-06-15,Kolkata,28.66,96.67,7.4
2005-06-15,Jaipur,24.43,57.89,18.32
2005-06-16,Pune,27.56,88.26,25.09
2005-06-16,Mumbai,28.03,79.1,2.17
2005-06-16,Delhi,24.51,99.51,17.81
2005-06-16,Chennai,27.15,96.49,32.02
2005-06-16,Bangalore,29.04,77.74,22.2
2005-06-16,Hyderabad,23.16,75.6,12.24
2005-06-16,Kolkata,22.89,87.49,25.85
2005-06-16,Jaipur,21.02,76.67,33.19
2005-06-17,Pune,25.33,85.9,39.53
2005-06-17,Mumbai,31.61,73.39,19.34
2005-06-17,Delhi,27.38,71.97,6.73
2005-06-17,Chennai,26.91,80.88,11.98
2005-06-17,Bangalore,18.65,67.49,14.37
2005-06-17,Hyderabad,26.46,92.82,15.23
2005-06-17,Kolkata,25.8,67.94,9.16
2005-06-17,Jaipur,23.7,86.94,5.36
2005-06-18,Pune,28.26,81.39,22.61
2005-06-18,Mumbai,22.45,81.73,21.23
2005-06-18,Delhi,28.77,87.81,4.42
2005-06-18,Chennai,20.9,94.12,16.76
2005-06-18,Bangalore,30.96,83.34,4.68
2005-06-18,Hyderabad,18.73,93.0,22.51
2005-06-18,Kolkata,26.13,88.69,34.22
2005-06-18,Jaipur,32.12,84.6,10.85
2005-06-19,Pune,25.12,106.08,25.97
2005-06-19,Mumbai,25.61,84.49,23.21
2005-06-19,Delhi,30.96,88.35,17.98
2005-06-19,Chennai,26.72,85.05,2.13
2005-06-19,Bangalore,27.24,86.26,6.13
2005-06-19,Hyderabad,28.13,83.27,23.3
2005-06-19,Kolkata,26.92,86.72,19.13
2005-06-19,Jaipur,29.25,92.32,1.57
2005-06-20,Pune,24.63,76.01,5.37
2005-06-20,Mumbai,24.61,108.7,12.96
2005-06-20,Delhi,26.25,66.82,20.37
2005-06-20,Chennai,20.62,74.43,13.99
2005-06-20,Bangalore,25.21,103.27,32.05
2005-06-20,Hyderabad,25.39,86.68,17.31
2005-06-20,Kolkata,27.28,58.62,17.82
2005-06-20,Jaipur,25.22,92.95,0.82
2005-06-21,Pune,23.45,107.51,19.69
2005-06-21,Mumbai,29.91,62.96,14.2
2005-06-21,Delhi,27.41,92.53,6.22
2005-06-21,Chennai,24.43,93.04,0.09
2005-06-21,Bangalore,29.02,94.39,11.28
2005-06-21,Hyderabad,30.15,86.83,21.59
2005-06-21,Kolkata,27.52,101.84,18.1
2005-06-21,Jaipur,29.81,67.82,9.58
2005-06-22,Pune,24.79,66.6,25.18
2005-06-22,Mumbai,26.44,81.8,25.01
2005-06-22,Delhi,25.55,83.06,25.86
2005-06-22,Chennai,27.13,78.84,17.58
2005-06-22,Bangalore,31.05,93.02,16.83
2005-06-22,Hyderabad,24.05,80.46,5.8
2005-06-22,Kolkata,29.04,83.64,23.81
2005-06-22,Jaipur,25.75,66.88,4.09
2005-06-23,Pune,28.33,91.22,25.79
2005-06-23,Mumbai,21.48,83.15,31.8
2005-06-23,Delhi,21.53,89.62,1.94
2005-06-23,Chennai,29.75,97.86,1.48
2005-06-23,Bangalore,28.38,106.15,17.53
2005-06-23,Hyderabad,26.18,71.31,14.44
2005-06-23,Kolkata,25.23,75.25,2.08
2005-06-23,Jaipur,21.51,87.24,0.4
2005-06-24,Pune,25.68,74.62,7.92
2005-06-24,Mumbai,29.93,84.64,14.74
2005-06-24,Delhi,26.66,102.96,27.45
2005-06-24,Chennai,23.95,73.77,13.87
2005-06-24,Bangalore,22.31,82.96,18.01
2005-06-24,Hyderabad,31.7,87.29,1.19
2005-06-24,Kolkata,21.41,81.87,19.86
2005-06-24,Jaipur,24.42,76.07,25.41
2005-06-25,Pune,26.34,72.6,29.66
2005-06-25,Mumbai,25.93,77.32,8.11
2005-06-25,Delhi,24.58,68.93,13.8
2005-06-25,Chennai,30.97,105.09,13.59
2005-06-25,Bangalore,29.06,98.64,8.89
2005-06-25,Hyderabad,25.39,90.03,10.93
2005-06-25,Kolkata,24.63,70.98,14.78
2005-06-25,Jaipur,29.33,86.93,21.83
2005-06-26,Pune,26.9,98.21,2.18
2005-06-26,Mumbai,24.74,64.68,26.8
2005-06-26,Delhi,25.09,99.62,4.02
2005-06-26,Chennai,31.8,73.56,22.0
2005-06-26,Bangalore,29.38,91.55,23.83
2005-06-26,Hyderabad,26.07,66.83,4.1
2005-06-26,Kolkata,24.19,82.08,22.77
2005-06-26,Jaipur,28.88,100.25,7.0
2005-06-27,Pune,25.05,71.49,10.79
2005-06-27,Mumbai,24.88,84.93,18.91
2005-06-27,Delhi,24.86,95.48,6.97
2005-06-27,Chennai,31.68,90.91,12.95
2005-06-27,Bangalore,23.5,96.03,21.4
2005-06-27,Hyderabad,28.99,79.32,8.11
2005-06-27,Kolkata,26.94,82.81,20.78
2005-06-27,Jaipur,25.13,84.69,31.62
2005-06-28,Pune,21.11,82.72,6.52
2005-06-28,Mumbai,27.97,98.69,21.53
2005-06-28,Delhi,18.42,104.02,11.45
2005-06-28,Chennai,29.06,107.84,38.76
2005-06-28,Bangalore,26.25,80.18,23.08
2005-06-28,Hyderabad,19.69,79.0,14.74
2005-06-28,Kolkata,25.04,83.17,28.39
2005-06-28,Jaipur,26.71,85.58,21.84
2005-06-29,Pune,25.61,99.32,16.25
2005-06-29,Mumbai,30.53,90.6,42.43
2005-06-29,Delhi,22.55,67.97,6.83
2005-06-29,Chennai,22.6,86.2,21.6
2005-06-29,Bangalore,27.64,93.19,14.0
2005-06-29,Hyderabad,21.53,78.7,6.56
2005-06-29,Kolkata,25.76,77.57,26.71
2005-06-29,Jaipur,28.05,81.57,10.62
2005-06-30,Pune,27.8,85.06,2.08
2005-06-30,Mumbai,24.58,79.88,9.21
2005-06-30,Delhi,25.58,84.93,16.11
2005-06-30,Chennai,22.41,85.51,8.24
2005-06-30,Bangalore,22.46,71.09,18.13
2005-06-30,Hyderabad,26.51,88.43,9.56
2005-06-30,Kolkata,20.2,74.14,32.73
2005-06-30,Jaipur,23.81,102.35,25.11
2005-07-01,Pune,25.82,85.34,17.95
2005-07-01,Mumbai,29.71,85.94,0.61
2005-07-01,Delhi,23.0,89.46,31.75
2005-07-01,Chennai,23.21,90.41,12.99
2005-07-01,Bangalore,28.61,91.22,10.66
2005-07-01,Hyderabad,25.21,87.42,0.51
2005-07-01,Kolkata,25.45,89.63,29.74
2005-07-01,Jaipur,27.57,82.21,21.29
2005-07-02,Pune,21.78,92.01,16.62
2005-07-02,Mumbai,28.34,93.91,10.25
2005-07-02,Delhi,32.85,91.13,14.12
2005-07-02,Chennai,28.3,72.76,11.73
2005-07-02,Bangalore,22.42,85.87,18.21
2005-07-02,Hyderabad,22.93,104.2,21.46
2005-07-02,Kolkata,29.6,82.01,23.81
2005-07-02,Jaipur,22.98,84.93,14.85
2005-07-03,Pune,27.68,92.49,17.77
2005-07-03,Mumbai,29.79,90.79,5.65
2005-07-03,Delhi,19.89,96.88,17.3
2005-07-03,Chennai,22.48,69.88,13.19
2005-07-03,Bangalore,29.2,88.1,21.38
2005-07-03,Hyderabad,31.13,86.67,8.48
2005-07-03,Kolkata,26.05,104.58,18.24
2005-07-03,Jaipur,27.07,82.56,19.08
2005-07-04,Pune,28.83,92.62,1.8
2005-07-04,Mumbai,30.12,83.33,11.16
2005-07-04,Delhi,22.66,86.91,6.37
2005-07-04,Chennai,26.55,109.02,7.61
2005-07-04,Bangalore,28.54,103.61,15.66
2005-07-04,Hyderabad,28.92,78.83,1.0
2005-07-04,Kolkata,32.64,87.46,19.47
2005-07-04,Jaipur,26.04,70.34,24.83
2005-07-05,Pune,27.42,81.56,4.45
2005-07-05,Mumbai,23.72,73.0,14.18
2005-07-05,Delhi,22.42,72.25,20.57
2005-07-05,Chennai,23.68,84.19,15.51
2005-07-05,Bangalore,25.9,83.14,26.66
2005-07-05,Hyderabad,29.46,77.52,33.62
2005-07-05,Kolkata,28.17,100.66,17.17
2005-07-05,Jaipur,27.46,79.02,22.62
2005-07-06,Pune,23.66,88.03,5.3
2005-07-06,Mumbai,22.64,93.71,21.67
2005-07-06,Delhi,23.67,69.23,25.57
2005-07-06,Chennai,24.69,78.02,15.12
2005-07-06,Bangalore,26.58,71.84,11.04
2005-07-06,Hyderabad,24.46,82.52,8.96
2005-07-06,Kolkata,23.96,80.64,5.29
2005-07-06,Jaipur,27.03,75.46,16.12
2005-07-07,Pune,22.54,86.15,8.26
2005-07-07,Mumbai,31.94,74.95,21.41
2005-07-07,Delhi,24.86,77.72,20.12
2005-07-07,Chennai,25.83,75.57,14.89
2005-07-07,Bangalore,29.0,90.56,22.16
2005-07-07,Hyderabad,30.57,84.33,27.13
2005-07-07,Kolkata,25.71,79.23,13.34
2005-07-07,Jaipur,25.05,90.91,14.77
2005-07-08,Pune,25.8,80.69,6.45
2005-07-08,Mumbai,20.5,77.99,13.44
2005-07-08,Delhi,22.97,91.32,18.83
2005-07-08,Chennai,26.46,88.88,25.26
2005-07-08,Bangalore,26.3,92.69,14.02
2005-07-08,Hyderabad,24.52,87.5,21.01
2005-07-08,Kolkata,19.78,85.56,42.89
2005-07-08,Jaipur,25.36,70.63,23.49
2005-07-09,Pune,27.43,80.12,8.33
2005-07-09,Mumbai,22.99,96.23,15.6
2005-07-09,Delhi,31.72,80.12,15.9
2005-07-09,Chennai,19.72,69.88,16.56
2005-07-09,Bangalore,24.59,87.64,9.69
2005-07-09,Hyderabad,30.4,96.5,25.57
2005-07-09,Kolkata,28.64,69.92,7.97
2005-07-09,Jaipur,23.39,85.13,14.24
2005-07-10,Pune,24.47,78.35,15.56
2005-07-10,Mumbai,26.69,88.18,26.65
2005-07-10,Delhi,27.65,79.2,23.27
2005-07-10,Chennai,25.48,90.57,13.7
2005-07-10,Bangalore,22.18,90.46,18.02
2005-07-10,Hyderabad,22.78,92.8,2.3
2005-07-10,Kolkata,29.96,76.41,21.85
2005-07-10,Jaipur,27.08,82.45,9.74
2005-07-11,Pune,27.28,78.98,27.23
2005-07-11,Mumbai,27.28,94.21,2.74
2005-07-11,Delhi,30.75,92.13,6.43
2005-07-11,Chennai,25.18,84.61,16.01
2005-07-11,Bangalore,29.33,78.73,2.22
2005-07-11,Hyderabad,27.2,69.2,20.59
2005-07-11,Kolkata,26.29,94.01,33.42
2005-07-11,Jaipur,27.1,78.1,25.25
2005-07-12,Pune,23.22,93.59,0.98
2005-07-12,Mumbai,15.66,83.65,17.83
2005-07-12,Delhi,21.98,71.89,8.08
2005-07-12,Chennai,25.33,84.11,7.06
2005-07-12,Bangalore,23.14,84.15,10.88
2005-07-12,Hyderabad,24.17,75.21,6.94
2005-07-12,Kolkata,31.76,101.67,9.63
2005-07-12,Jaipur,25.46,93.6,12.62
2005-07-13,Pune,16.58,103.08,2.86
2005-07-13,Mumbai,30.61,75.01,20.67
2005-07-13,Delhi,24.56,71.57,26.5
2005-07-13,Chennai,21.94,71.18,14.76
2005-07-13,Bangalore,32.62,88.1,25.37
2005-07-13,Hyderabad,27.84,69.85,8.31
2005-07-13,Kolkata,27.88,85.14,19.82
2005-07-13,Jaipur,21.1,100.16,3.15
2005-07-14,Pune,29.67,75.83,9.23
2005-07-14,Mumbai,23.69,82.27,2.17
2005-07-14,Delhi,28.61,94.43,15.9
2005-07-14,Chennai,25.14,89.03,4.04
2005-07-14,Bangalore,28.92,81.28,11.55
2005-07-14,Hyderabad,30.65,88.55,14.99
2005-07-14,Kolkata,27.82,87.79,5.54
2005-07-14,Jaipur,28.79,76.81,29.55
2005-07-15,Pune,28.46,75.23,11.15
2005-07-15,Mumbai,26.7,97.15,18.74
2005-07-15,Delhi,27.61,78.12,2.84
2005-07-15,Chennai,25.47,94.66,27.23
2005-07-15,Bangalore,22.19,93.95,9.86
2005-07-15,Hyderabad,27.56,105.62,15.22
2005-07-15,Kolkata,20.97,98.52,7.35
2005-07-15,Jaipur,25.81,77.46,26.72
2005-07-16,Pune,27.39,85.56,17.43
2005-07-16,Mumbai,23.77,87.42,4.76
2005-07-16,Delhi,27.98,94.24,11.04
2005-07-16,Chennai,27.03,89.2,5.46
2005-07-16,Bangalore,21.13,81.78,6.39
2005-07-16,Hyderabad,22.69,72.63,17.56
2005-07-16,Kolkata,27.33,74.74,6.25
2005-07-16,Jaipur,34.12,99.55,16.49
2005-07-17,Pune,20.66,88.79,10.7
2005-07-17,Mumbai,24.49,81.25,23.67
2005-07-17,Delhi,26.43,88.33,2.04
2005-07-17,Chennai,25.77,74.33,5.8
2005-07-17,Bangalore,26.45,66.2,22.3
2005-07-17,Hyderabad,27.24,99.57,34.1
2005-07-17,Kolkata,29.09,81.36,4.77
2005-07-17,Jaipur,30.89,66.88,14.5
2005-07-18,Pune,25.88,73.24,18.05
2005-07-18,Mumbai,24.36,88.33,27.3
2005-07-18,Delhi,24.84,89.77,12.1
2005-07-18,Chennai,30.17,83.73,24.8
2005-07-18,Bangalore,17.91,95.89,36.26
2005-07-18,Hyderabad,30.66,96.52,17.22
2005-07-18,Kolkata,26.56,92.38,3.64
2005-07-18,Jaipur,28.15,79.29,26.29
2005-07-19,Pune,22.1,83.72,36.28
